"comu";"popolazione14";"indVec14";"indStra14";"indAgri14";"indInd12";"indTur14";"group.Last"
1;8915;112,098427887902;13,4828939988783;64,2351841964762;13,7624228827818;317,599551318003;1
2;1528;116,538461538462;11,3874345549738;0;46,04777486911;0;1
3;3084;119,54261954262;5,8041504539559;891,762345334968;7,11121919584955;4,18287937743191;1
5;1061;116,463414634146;5,46654099905749;26,3666725259272;9,29500471253534;67629,0292177191;2
6;17104;132,866338508141;9,79887745556595;96,4915055838527;17,61131898971;3554,75912067353;3
7;4089;135;8,77965272682808;127,728750580585;14,8823673269748;133,4800684764;1
9;4983;134,967741935484;6,66265302026891;58,4339696143358;7,30704394942806;1261,20810756572;4
11;1483;173,056994818653;2,49494268374916;14,5666423889294;4,79433580579906;2048,88739042481;4
13;2635;85,3061224489796;4,09867172675522;115,664880286849;9,64364326375711;8,84250474383302;4
15;419;211,320754716981;7,39856801909308;25,6169413372043;7,94749403341289;804,295942720764;4
17;1492;187,684729064039;7,50670241286863;58,1484315225708;8,07640750670241;319,772117962466;4
18;402;210,526315789474;6,96517412935323;0;7,30845771144279;1505,97014925373;4
21;679;176,595744680851;2,20913107511046;10,420465794821;6,16789396170839;1773,49042709867;4
22;6889;147,082494969819;10,2046741181594;40,0992934886385;11,9039047757294;353,24430251125;1
25;3957;140,126382306477;7,45514278493808;68,2522181970914;4,31690674753601;2650,46752590346;4
26;255;200;0,784313725490196;9,75252956235524;2,35294117647059;0;4
27;731;160,526315789474;5,60875512995896;255,647727865602;3,63474692202462;1110,25991792066;4
29;665;142,718446601942;9,62406015037594;42,9945719352932;6,51428571428571;2887,36842105263;1
30;339;190;8,25958702064897;557,511737089202;2,06489675516224;911,504424778761;4
32;1379;125,471698113208;5,36620739666425;176,730486008837;16,2726613488035;12045,1051486584;1
33;1105;131,491712707182;8,50678733031674;192,224518237301;7,46696832579185;1302,35294117647;1
34;3552;103,145695364238;4,19481981981982;154,104791258055;7,21762387387387;3310,83896396396;4
35;1776;75,2293577981651;11,1486486486486;58,829296989901;16,080518018018;434,572072072072;1
36;725;155,31914893617;4,96551724137931;19,9808184143223;3,25379310344828;53356,4137931034;2
37;1488;137,142857142857;5,30913978494624;375,654397953882;4,13575268817204;63,0376344086022;4
38;1522;204,736842105263;2,49671484888305;9,54767872061105;9,18791064388962;634,494086727989;4
39;1915;107,565789473684;5,69190600522193;1,49204738742502;6,3733681462141;40602,6109660574;2
40;589;141,666666666667;9,33786078098472;7,80092050862002;9,38539898132428;1332,0882852292;1
41;1087;102,61780104712;5,15179392824287;36,8459837877671;10,1600735970561;9689,97240110395;1
42;972;129,530201342282;7,92181069958848;7,96083270310074;13,8199588477366;4644,75308641975;1
43;521;136,486486486486;3,83877159309021;604,395604395604;7,35124760076775;81,573896353167;4
45;239;127,659574468085;2,92887029288703;9,00819745968832;7,75313807531381;41,8410041841004;4
46;634;132,989690721649;11,3564668769716;61,8429189857761;12,2034700315457;1166,87697160883;1
47;2288;141,78674351585;5,06993006993007;25,6598240469208;9,24344405594406;2767,3951048951;4
48;1227;367,647058823529;1,54849225753871;5,31721626004732;4,15892420537897;2681,33659331703;5
49;1047;108,552631578947;7,73638968481375;91,2894636744009;45,0057306590258;157,115568290353;1
50;4053;133,983739837398;9,57315568714532;33,0571227080395;9,21564273377745;6211,12755983222;4
51;1047;128,901734104046;11,1747851002865;42,1762969211303;13,559694364852;1735,05253104107;1
52;517;159,210526315789;4,06189555125725;39,8883127243718;6,97098646034816;5594,77756286267;4
53;2948;144,638403990025;7,15739484396201;94,174274727287;7,49389416553596;98,8127544097693;4
54;257;90,4761904761905;3,50194552529183;118,448326917382;1,25291828793774;8,56031128404669;4
58;727;92,1875;4,95185694635488;71,3775874375446;2,97248968363136;0;4
59;372;369,69696969697;1,34408602150538;6,6006600660066;26,5215053763441;22,0430107526882;5
60;310;144,897959183673;3,54838709677419;127,319025100036;11,8870967741935;88,3870967741936;4
61;4010;97,7207977207977;3,46633416458853;102,125486691773;4,73491271820449;65,4364089775561;4
62;6790;159,61145194274;12,5773195876289;155,747331869479;17,3374079528719;217,820324005891;1
63;724;167,676767676768;18,3701657458564;474,972597734746;11,5041436464088;105,24861878453;1
64;1002;132,02614379085;8,98203592814371;18,161180476731;12,4930139720559;9083,93213572854;1
68;686;110,576923076923;10,6413994169096;120,264582080577;8,06559766763848;594,606413994169;1
70;644;158,426966292135;2,32919254658385;21,0282830406897;3,84937888198758;1962,26708074534;4
71;433;134,328358208955;8,31408775981524;777,453838678329;1,18706697459584;0;1
74;1292;125,688073394495;14,2414860681115;507,328072153326;6,15015479876161;88,8544891640867;1
78;550;150,793650793651;5,27272727272727;47,978889288713;5,99272727272727;413,272727272727;4
79;4851;89,5642201834862;9,91548134405277;125,205695070473;9,84518655947227;1072,43867243867;1
